r,x,y,Mach_Number,Pressure,Density,Speed,V_Velocity,U_Velocity
1.809364688432452350e+00,5.921124999999888283e-03,1.809354999999999825e+00,5.999179999999999957e+00,1.000490000000000101e+00,1.400470000000000104e+00,5.999650000000076311e+00,-5.999649999999999928e+00,9.575810000000000565e-07
1.853114922707032264e+00,6.064299999999945255e-03,1.853105000000000002e+00,5.999869999999999592e+00,1.000080000000000080e+00,1.400079999999999991e+00,5.999940000000001383e+00,-5.999939999999999607e+00,1.579750000000000100e-07
1.896865156981611955e+00,6.207475000000029983e-03,1.896854999999999958e+00,5.999979999999999869e+00,1.000010000000000066e+00,1.400009999999999977e+00,5.999990000000000379e+00,-5.999990000000000379e+00,2.556010000000000069e-08
1.940615391174379756e+00,6.350624999999976948e-03,1.940605000000000135e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.921559999999999846e-09
1.984365625448959225e+00,6.493799999999894275e-03,1.984354999999999869e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.342810000000000496e-10
2.028115859723539138e+00,6.636974999999840225e-03,2.028105000000000047e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,8.385849999999999533e-11
2.071866093998118608e+00,6.780149999999952708e-03,2.071854999999999780e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.278990000000000066e-11
2.115613828286084797e+00,6.923325000000065191e-03,2.115602499999999608e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.559270000000000080e-12
2.159361562492239539e+00,7.066475000000009554e-03,2.159350000000000325e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.034620000000000008e-13
2.203111796766819452e+00,7.209649999999900860e-03,2.203100000000000058e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.910990000000000201e-13
2.246862031041399366e+00,7.352824999999847677e-03,2.246850000000000236e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.739139999999999999e-13
2.290612265315978835e+00,7.495999999999959293e-03,2.290599999999999969e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.936169999999999968e-13
2.334362499590558304e+00,7.639175000000071776e-03,2.334349999999999703e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.366439999999999759e-13
2.378112733865138662e+00,7.782350000000016858e-03,2.378100000000000325e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.501920000000000107e-13
2.421862968139718131e+00,7.925524999999909032e-03,2.421850000000000058e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.413750000000000191e-13
2.465613202332486154e+00,8.068674999999853395e-03,2.465600000000000236e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.212530000000000065e-13
2.509363436607065623e+00,8.211849999999965011e-03,2.509349999999999969e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.938389999999999882e-13
2.553111170895031812e+00,8.355025000000078361e-03,2.553097499999999798e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.692639999999999894e-13
2.596858905182998445e+00,8.498200000000023444e-03,2.596845000000000070e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.468920000000000116e-13
2.640609139457577914e+00,8.641374999999914749e-03,2.640594999999999803e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.340519999999999876e-13
2.684359373650345049e+00,8.784524999999860848e-03,2.684344999999999537e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.243020000000000039e-13
2.728109607924925406e+00,8.927699999999972463e-03,2.728095000000000159e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.250730000000000064e-13
2.771859842199504875e+00,9.070875000000085814e-03,2.771844999999999892e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.229749999999999884e-13
2.815610076474085233e+00,9.214050000000030896e-03,2.815595000000000070e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.084069999999999994e-13
2.859360310748664702e+00,9.357224999999918733e-03,2.859344999999999803e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-7.548309999999999469e-14
2.903110544941431836e+00,9.500374999999866565e-03,2.903094999999999537e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.088299999999999952e-14
2.946860779216012194e+00,9.643549999999979916e-03,2.946845000000000159e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.324829999999999874e-14
2.990611013490591663e+00,9.786725000000036020e-03,2.990594999999999892e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,6.450680000000000287e-14
3.034358747778558296e+00,9.929899999999982838e-03,3.034342500000000165e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,8.154600000000000412e-14
3.078106482066524485e+00,1.007307499999992619e-02,3.078089999999999993e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,7.927899999999999470e-14
3.121856716259292064e+00,1.021622499999987402e-02,3.121839999999999726e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.702220000000000112e-14
3.165606950533871977e+00,1.035939999999998390e-02,3.165589999999999904e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.218140000000000184e-14
3.209357184808451890e+00,1.050257500000004347e-02,3.209340000000000082e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.031819999999999952e-14
3.253107419083031804e+00,1.064574999999998856e-02,3.253090000000000259e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.608260000000000026e-15
3.296857653357611273e+00,1.078892499999993364e-02,3.296839999999999993e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.118010000000000037e-14
3.340607887632190742e+00,1.093209999999988219e-02,3.340589999999999726e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.841280000000000132e-14
3.384358121906770656e+00,1.107527499999999207e-02,3.384339999999999904e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.454989999999999922e-14
3.428108356099538678e+00,1.121842500000004919e-02,3.428090000000000082e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.294600000000000169e-14
3.471858590374118592e+00,1.136159999999999427e-02,3.471840000000000259e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-4.478370000000000233e-14
3.515606324662084781e+00,1.150477499999994109e-02,3.515587500000000087e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.812670000000000162e-14
3.559354058950050970e+00,1.164794999999988617e-02,3.559334999999999916e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-7.184320000000000431e-14
3.603104293224630883e+00,1.179112499999999952e-02,3.603085000000000093e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-8.218209999999999724e-14
3.646854527417398462e+00,1.193427500000005664e-02,3.646835000000000271e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-8.911770000000000053e-14
3.690604761691977931e+00,1.207745000000000173e-02,3.690585000000000004e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-9.274009999999999880e-14
3.734354995966558288e+00,1.222062499999994854e-02,3.734335000000000182e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-9.127840000000000110e-14
3.778105230241137757e+00,1.236379999999989363e-02,3.778084999999999916e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-8.294609999999999782e-14
3.821855464515717671e+00,1.250697500000000698e-02,3.821835000000000093e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-6.505209999999999854e-14
3.865605698708485249e+00,1.265012500000006410e-02,3.865585000000000271e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.789950000000000300e-14
3.909355932983064719e+00,1.279330000000000918e-02,3.909335000000000004e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.908989999999999964e-14
3.953103667271030908e+00,1.293647499999995426e-02,3.953082499999999833e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.018849999999999900e-14
3.996851401558997541e+00,1.307964999999989934e-02,3.996830000000000105e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.974549999999999710e-14
4.040601635833577454e+00,1.322282500000001269e-02,4.040580000000000283e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.878059999999999593e-14
4.084351870108156923e+00,1.336600000000001329e-02,4.084329999999999572e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-6.866640000000000365e-14
4.128102104382737281e+00,1.350917500000001562e-02,4.128080000000000638e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-7.002989999999999829e-14
4.171852338575503971e+00,1.365232500000012825e-02,4.171829999999999927e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-6.823960000000000389e-14
4.215602572850084329e+00,1.379550000000001782e-02,4.215580000000000105e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.529959999999999794e-14
4.259352807124664686e+00,1.393867500000002015e-02,4.259330000000000283e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.110389999999999962e-14
4.303103041399243267e+00,1.408185000000002074e-02,4.303079999999999572e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.460999999999999955e-15
4.346853275673824513e+00,1.422502500000002133e-02,4.346830000000000638e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.415280000000000072e-14
4.390603509866591203e+00,1.436817500000013396e-02,4.390579999999999927e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.323120000000000087e-14
4.434351244154557392e+00,1.451135000000002527e-02,4.434327500000000200e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.047180000000000260e-14
4.478098978442524469e+00,1.465452500000002760e-02,4.478075000000000472e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.296709999999999879e-14
4.521849212717103050e+00,1.479770000000002819e-02,4.521824999999999761e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.604960000000000106e-14
4.565599446991684296e+00,1.494087500000002705e-02,4.565575000000000827e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.616479999999999788e-14
4.609349681184450986e+00,1.508402500000014142e-02,4.609325000000000117e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.406959999999999965e-14
4.653099915459031344e+00,1.522720000000003099e-02,4.653075000000000294e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.228770000000000120e-14
4.696850149733610813e+00,1.537037500000003332e-02,4.696825000000000472e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.915809999999999705e-14
4.740600384008190282e+00,1.551355000000003391e-02,4.740574999999999761e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.287549999999999866e-14
4.784350618282770640e+00,1.565672500000003450e-02,4.784325000000000827e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.549190000000000071e-14
4.828100852475538218e+00,1.579987500000014713e-02,4.828075000000000117e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.801949999999999865e-14
4.871851086750117688e+00,1.594305000000003844e-02,4.871825000000000294e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.145600000000000155e-14
4.915598821038083877e+00,1.608622500000003730e-02,4.915572499999999678e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.641569999999999891e-14
4.959346555326050066e+00,1.622940000000003963e-02,4.959319999999999951e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.230260000000000076e-14
5.003096789600629535e+00,1.637257499999993093e-02,5.003069999999999240e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,7.690159999999999515e-15
5.046847023875209892e+00,1.651575000000004428e-02,5.046820000000000306e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.606660000000000038e-15
5.090597258149790250e+00,1.665892500000004661e-02,5.090570000000000483e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.514439999999999892e-15
5.134347492342556940e+00,1.680207500000004475e-02,5.134319999999999773e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-6.823060000000000079e-15
5.178097726617137297e+00,1.694525000000004708e-02,5.178069999999999951e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.019000000000000031e-14
5.221847960891715879e+00,1.708842499999993839e-02,5.221819999999999240e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.214950000000000070e-14
5.265598195166297124e+00,1.723160000000005174e-02,5.265570000000000306e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.252970000000000005e-14
5.309348429440876593e+00,1.737477500000005406e-02,5.309320000000000483e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.143999999999999972e-14
5.353096163647030004e+00,1.751792500000005220e-02,5.353067499999999868e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-9.107570000000000591e-15
5.396843897934997081e+00,1.766110000000005453e-02,5.396815000000000140e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.793600000000000110e-15
5.440594132209575662e+00,1.780427499999994584e-02,5.440564999999999429e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.049810000000000071e-15
5.484344366484156907e+00,1.794745000000005572e-02,5.484315000000000495e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.857449999999999841e-15
5.528094600758737265e+00,1.809062500000005805e-02,5.528065000000000673e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.182820000000000074e-15
5.571844834951503955e+00,1.823377500000005966e-02,5.571814999999999962e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,6.910399999999999640e-15
5.615595069226083424e+00,1.837695000000006199e-02,5.615565000000000140e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,6.675330000000000339e-15
5.659345303500662894e+00,1.852012499999995329e-02,5.659314999999999429e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.818989999999999839e-15
5.703095537775243251e+00,1.866330000000005970e-02,5.703065000000000495e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.923010000000000062e-15
5.746845772049823609e+00,1.880647500000006203e-02,5.746815000000000673e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.373789999999999985e-15
5.790596006324403078e+00,1.894965000000006783e-02,5.790564999999999962e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-4.600149999999999620e-15
5.834343740612369267e+00,1.909282500000007016e-02,5.834312500000000234e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-7.425650000000000272e-15
5.878091474818522677e+00,1.923597499999996074e-02,5.878059999999999619e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-9.784429999999999524e-15
5.921841709093103923e+00,1.937915000000006716e-02,5.921810000000000684e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.133019999999999940e-14
5.965591943367683392e+00,1.952232500000006948e-02,5.965560000000000862e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.158910000000000051e-14
6.009342177642261973e+00,1.966550000000007528e-02,6.009309999999999263e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.054390000000000001e-14
6.053092411916841442e+00,1.980867500000007414e-02,6.053059999999999441e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-8.454479999999999282e-15
6.096842646109609909e+00,1.995182499999996473e-02,6.096809999999999619e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-5.786090000000000112e-15
6.140592880384190266e+00,2.009500000000007461e-02,6.140560000000000684e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-2.868359999999999932e-15
6.184343114658770624e+00,2.023817500000018796e-02,6.184310000000000862e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.528209999999999964e-18
6.228093348933348317e+00,2.038135000000019376e-02,6.228059999999999263e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.489790000000000172e-15
6.271843583207928674e+00,2.052452500000008159e-02,6.271809999999999441e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.963789999999999669e-15
6.315591317414083861e+00,2.066767499999997218e-02,6.315557500000000601e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.919389999999999973e-15
6.359339051702050050e+00,2.081085000000008206e-02,6.359305000000000874e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.981070000000000140e-15
6.403089285976629519e+00,2.095402500000019541e-02,6.403055000000000163e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.603680000000000058e-15
6.446839520251208988e+00,2.109720000000020121e-02,6.446804999999999453e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.306949999999999967e-16
6.490589754525788457e+00,2.124037500000008905e-02,6.490554999999999630e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-1.889920000000000150e-15
6.534339988718556036e+00,2.138352499999997616e-02,6.534304999999999808e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,-3.782739999999999616e-15
